id,text,aspect_term,aspect_category,polarity
3687,took my sister here before attending a show one evening.,,anecdotes/miscellaneous,neutral
1161,"great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bartenders,service,positive
3123,we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,service,negative
2301,really.,,anecdotes/miscellaneous,neutral
3405,i really loved the different and inovated touch that's the cheff gives to the food.,food,food,positive
3576,our friends have not arrived yet.,,anecdotes/miscellaneous,neutral
3702,they came out over cooked and the cheese was almost non existant.,cheese,food,negative
1911,"i had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",priced,service,positive
703,"the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc,anecdotes/miscellaneous,positive
619,"my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary, and to our surprise it was fantastic.",,anecdotes/miscellaneous,positive
907,never once did i leave feeling unwelcome or impressed.,,anecdotes/miscellaneous,conflict
1000,"the food is good, especially their more basic dishes, and the drinks are delicious.",drinks,food,positive
3241,but the main hit was the whole grilled fish.,whole grilled fish,food,positive
1866,"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",dessert wine,price,positive
2570,on a hot day it was fabulous to stop in and enjoy lunch.,lunch,anecdotes/miscellaneous,positive
280,the food is delicious and beautifully prepared along with the friendly and personable service.,service,service,positive
1021,i usually go there later at night when i get off work so i don't have to deal with crowds or lines.,crowds,anecdotes/miscellaneous,neutral
1729,pizza here is consistently good.,Pizza,food,positive
610,we had a great tiem watching the shows and characters and ar food was just what we were looking for.,characters,ambience,positive
3211,"after 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",reservations,service,negative
2984,wouldn't recomend it for dinner!,dinner,anecdotes/miscellaneous,negative
1429,sauce was watery and the food didn't have much flavor.,flavor,food,negative
1855,my husband and i enjoy sangria.,Sangria,food,positive
3409,"but after last night, spice grill is the only place i'm eating indian cuisine.",indian cuisine,food,positive
579,we both opted for a pasta dish and they were served timely and fresh.,served,food,positive
3670,"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,service,negative
685,"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!",food,ambience,positive
428,"in an area sadly lacking in decent thai food, this is one of the best spots.",Thai food,food,positive
3378,tell them herky sent you and get a free confused look from the waiter.,waiter,anecdotes/miscellaneous,neutral
779,make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,seating,service,conflict
916,the food was average or above including some surprising tasty dishes.,dishes,food,positive
2194,they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,thai,food,negative
1066,other apetizers and food,food,food,neutral
127,the noodle and rices dishes taste great.,noodle and rices dishes,food,positive
427,the food's as good as ever.,food,food,positive
2298,"the crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,service,positive
269,your friends will thank you for introducing them to this gem!,,anecdotes/miscellaneous,positive
3169,also a little more expensive than your average bagel place.,bagel,price,negative
3335,"the food was undercooked-the sauce watery, and the vegetables raw.",sauce,food,negative
2356,and the fried clams had just enough kick to them to make 'em worth eating.,fried clams,food,positive
1199,the sauces used are also not that exciting.,sauces,food,negative
2444,the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,entree,food,positive
720,i absolutely love this place!!!,,anecdotes/miscellaneous,positive
340,the rice was poor quality and was cooked so badly it was hard.,cooked,food,negative
228,we had champagne and caviar and felt like princesses!,caviar,food,positive
651,the shrimp scampi was excellent and the antipasti were plentiful.,antipasti,food,positive
2664,i am surprised to say the least and find such practice not worth the effort.,,anecdotes/miscellaneous,negative
1930,"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,service,positive
2090,"i got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,food,positive
977,there are other vietnamese restaurants in the chinatown area and you can forget about those.,,anecdotes/miscellaneous,neutral
2433,there is also very limited seating and there can be a substantial wait in getting food at peak times.,wait,service,negative
1949,"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!",Roast Chicken,food,positive
2757,no thanks!!!,,anecdotes/miscellaneous,negative
301,"there was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,service,conflict
336,i would definently recommend this restaurant.,,anecdotes/miscellaneous,positive
942,the prices are wonderfully low.,prices,price,positive
2887,if you like spicy food get the chicken vindaloo.,spicy food,food,positive
80,i love this place!,,anecdotes/miscellaneous,positive
2398,i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,lunch specials,price,positive
53,"so much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",hand-crafted beers,food,positive
1475,"a big disappointment, all around.",,anecdotes/miscellaneous,negative
1560,and its absolutely delicious.,,food,positive
2025,no free drink.,drink,price,negative
1760,i would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,,food,conflict
259,this is my first time writing a review for a restaurant because the food and service was excellent.,service,anecdotes/miscellaneous,positive
2829,definitely highly not recommended.,,anecdotes/miscellaneous,negative
1211,"while they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",bagels,price,positive
